"","cnt","w_schgrnrabwt","st004d01t","cntschid","cntstuid","oecd","age","misssc","workpay","immig","bsmj","relatst","learres","famsupsl","hisced","hisei","homepos","ictsch","icthome","ictqual","ictout","ictwkdy","icteffic","ictenq","ictfeed","pv1math","pv2math","pv3math","pv4math","pv5math","pv6math","pv7math","pv8math","pv9math","pv10math","pv1read","pv2read","pv3read","pv4read","pv5read","pv6read","pv7read","pv8read","pv9read","pv10read","pv1scie","pv2scie","pv3scie","pv4scie","pv5scie","pv6scie","pv7scie","pv8scie","pv9scie","pv10scie","w_fsturwt1","w_fsturwt2","w_fsturwt3","w_fsturwt4","w_fsturwt5","w_fsturwt6","w_fsturwt7","w_fsturwt8","w_fsturwt9","w_fsturwt10","w_fsturwt11","w_fsturwt12","w_fsturwt13","w_fsturwt14","w_fsturwt15","w_fsturwt16","w_fsturwt17","w_fsturwt18","w_fsturwt19","w_fsturwt20","w_fsturwt21","w_fsturwt22","w_fsturwt23","w_fsturwt24","w_fsturwt25","w_fsturwt26","w_fsturwt27","w_fsturwt28","w_fsturwt29","w_fsturwt30","w_fsturwt31","w_fsturwt32","w_fsturwt33","w_fsturwt34","w_fsturwt35","w_fsturwt36","w_fsturwt37","w_fsturwt38","w_fsturwt39","w_fsturwt40","w_fsturwt41","w_fsturwt42","w_fsturwt43","w_fsturwt44","w_fsturwt45","w_fsturwt46","w_fsturwt47","w_fsturwt48","w_fsturwt49","w_fsturwt50","w_fsturwt51","w_fsturwt52","w_fsturwt53","w_fsturwt54","w_fsturwt55","w_fsturwt56","w_fsturwt57","w_fsturwt58","w_fsturwt59","w_fsturwt60","w_fsturwt61","w_fsturwt62","w_fsturwt63","w_fsturwt64","w_fsturwt65","w_fsturwt66","w_fsturwt67","w_fsturwt68","w_fsturwt69","w_fsturwt70","w_fsturwt71","w_fsturwt72","w_fsturwt73","w_fsturwt74","w_fsturwt75","w_fsturwt76","w_fsturwt77","w_fsturwt78","w_fsturwt79","w_fsturwt80","w_fstuwt","workpay_recode","immig_recode"
"3262","UNITED STATES",68.55332,"MALE","84000116",84005098,"YES",15.42,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",62.39,-0.7695,-0.5521,0.3814,"ISCED LEVEL 6",62.45,0.4286,0.4062,0.3346,-0.6967,2.0719,0.4467,0.3856,1.2593,0.3074,491.858,469.981,459.635,447.256,495.84,451.312,472.376,443.848,475.944,491.503,574.468,590.711,542.593,564.86,545.51,546.454,539.478,551.993,583.942,573.699,518.407,548.789,533.648,543.125,540.675,519.375,560.576,508.002,549.478,570.063,337.454,1150.386,307.0728,1090.625,1250.253,375.3465,327.4236,1007.833,1111.632,1022.838,1250.253,307.0728,1124.036,307.0728,1124.036,375.3465,365.1753,337.454,327.4236,1090.625,1000.682,296.7461,1090.625,307.0728,274.2194,913.4056,1022.838,333.7302,302.5681,327.4236,274.2194,1090.625,300.4213,1090.625,300.4213,913.4056,920.7507,1000.682,1022.838,307.0728,920.7507,274.2194,1007.833,333.7302,296.7461,988.4405,1111.632,307.0728,327.4236,302.5681,296.7461,1007.833,276.4245,1007.833,276.4245,988.4405,1000.682,920.7507,1111.632,333.7302,365.1753,1250.253,333.7302,1007.833,1150.386,345.3649,302.5681,1090.625,1022.838,1111.632,1150.386,333.7302,1216.374,333.7302,1216.374,345.3649,337.454,365.1753,302.5681,1007.833,667.426,0,1
"3267","UNITED STATES",68.55332,"MALE","84000116",84006035,"YES",16.33,"NEVER MISSED SCHOOL FOR >3 MONTHS","2 TIMES OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",81.4,0.8091,0.5113,0.476,"ISCED LEVEL 2",22.16,-1.3481,0.4062,0.3346,0.3623,0.183,-1.137,-0.2377,0.1298,0.4297,518.961,507.52,544.436,460.183,521.571,507.261,533.066,483.464,460.926,474.616,565.356,526.952,555.787,529.903,585.46,506.033,534.229,465.698,565.804,437.751,475.511,464.674,497.668,479.96,480.875,481.751,470.565,455.057,498.463,449.377,348.0144,1139.445,313.201,1064.912,1238.362,382.8371,337.6701,984.0722,1101.06,1013.11,1238.362,313.201,1097.535,313.201,1097.535,382.8371,376.6033,348.0144,337.6701,1064.912,991.1651,306.0326,1064.912,313.201,282.8009,891.8709,1013.11,340.3904,312.0368,337.6701,282.8009,1064.912,306.4167,1064.912,306.4167,891.8709,911.9937,991.1651,1013.11,313.201,911.9937,282.8009,984.0722,340.3904,306.0326,965.1367,1101.06,313.201,337.6701,312.0368,306.0326,984.0722,281.941,984.0722,281.941,965.1367,991.1651,911.9937,1101.06,340.3904,376.6033,1238.362,340.3904,984.0722,1139.445,352.2572,312.0368,1064.912,1013.11,1101.06,1139.445,340.3904,1187.696,340.3904,1187.696,352.2572,348.0144,376.6033,312.0368,984.0722,671.6135,1,1
"3268","UNITED STATES",68.55332,"FEMALE","84000116",84004518,"YES",15.92,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",72.83,-0.418,-0.853,-0.5421,"ISCED LEVEL 3.4",43.85,-0.5167,0.4062,0.3346,0.1515,-0.2338,-0.1286,-0.7559,-0.1439,-0.8331,472.164,494.863,476.171,475.827,469.528,429.39,483.138,472.41,470.505,500.525,542.699,652.395,581.193,587.849,563.726,612.693,566.349,612.721,622.451,620.099,501.486,592.737,526.293,581.027,535.896,505.842,555.359,590.78,600.889,564.233,358.5974,1211.292,390.9288,1016.833,1316.446,477.8468,347.9385,939.6431,1170.486,1076.991,1316.446,390.9288,1047.983,390.9288,1047.983,477.8468,388.0556,358.5974,347.9385,1016.833,1053.662,315.3389,1016.833,390.9288,291.4007,851.6044,1076.991,424.8659,321.5257,347.9385,291.4007,1016.833,382.4609,1016.833,382.4609,851.6044,969.4984,1053.662,1076.991,390.9288,969.4984,291.4007,939.6431,424.8659,315.3389,921.5625,1170.486,390.9288,347.9385,321.5257,315.3389,939.6431,351.911,939.6431,351.911,921.5625,1053.662,969.4984,1170.486,424.8659,388.0556,1316.446,424.8659,939.6431,1211.292,439.6778,321.5257,1016.833,1076.991,1170.486,1211.292,424.8659,1134.074,424.8659,1134.074,439.6778,358.5974,388.0556,321.5257,939.6431,702.861,0,1
"3269","UNITED STATES",68.55332,"MALE","84000116",84007000,"YES",15.67,"NEVER MISSED SCHOOL FOR >3 MONTHS","4 TIMES OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",17,-1.2028,-0.4936,0.2788,"ISCED LEVEL 8",65.12,0.7327,-0.7265,-2.4564,2.8889,-0.6149,1.1263,-0.7963,0.8273,0.7045,334.083,307.093,359.615,302.195,369.176,348.851,327.001,319.536,329.182,257.757,373.008,356.048,342.789,390.872,397.353,351.069,439.272,352.25,343.565,289.946,298.802,283.366,305.296,346.94,325.27,317.069,339.991,313.415,265.293,295.651,337.454,1150.386,307.0728,1090.625,1250.253,375.3465,327.4236,1007.833,1111.632,1022.838,1250.253,307.0728,1124.036,307.0728,1124.036,375.3465,365.1753,337.454,327.4236,1090.625,1000.682,296.7461,1090.625,307.0728,274.2194,913.4056,1022.838,333.7302,302.5681,327.4236,274.2194,1090.625,300.4213,1090.625,300.4213,913.4056,920.7507,1000.682,1022.838,307.0728,920.7507,274.2194,1007.833,333.7302,296.7461,988.4405,1111.632,307.0728,327.4236,302.5681,296.7461,1007.833,276.4245,1007.833,276.4245,988.4405,1000.682,920.7507,1111.632,333.7302,365.1753,1250.253,333.7302,1007.833,1150.386,345.3649,302.5681,1090.625,1022.838,1111.632,1150.386,333.7302,1216.374,333.7302,1216.374,345.3649,337.454,365.1753,302.5681,1007.833,667.426,1,1
"3270","UNITED STATES",102.5206,"MALE","84000117",84002612,"YES",15.67,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",70.34,-0.7512,-2.6502,2.2149,"ISCED LEVEL 7",50.05,1.3674,0.4062,0.3346,2.8889,-0.5365,-0.4776,2.2012,1.2835,0.2557,508.956,492.817,481.182,457.228,470.59,547.777,481.789,493.94,495.007,494.207,428.146,376.774,367.746,509.213,380.824,421.09,402.234,401.095,406.638,312.351,524.153,439.318,468.492,512.929,466.774,518.304,543.776,455.03,483.318,478.203,1827.655,595.3728,1747.043,1944.134,583.3605,648.0447,596.436,620.2217,1915.912,593.5579,1915.912,570.92,1786.118,1912.235,1677.162,1819.963,666.8305,593.5579,1750.082,620.8888,606.6544,1864.143,638.6373,570.92,1912.235,1712.76,1860.665,1789.308,582.3478,1862.666,582.3478,1944.134,621.3809,583.3605,666.8305,609.2183,1677.162,1862.666,637.4115,1780.674,2002.85,642.3338,1873.862,2130.07,625.7969,710.0232,643.5786,676.9348,2108.961,645.225,2108.961,613.7026,1927.001,2104.54,1792.696,1958.556,736.8838,645.225,1877.391,672.2097,652.852,2034.94,702.9872,613.7026,2104.54,1841.108,2030.804,1930.736,624.6206,2016.629,624.6206,2130.07,678.3134,625.7969,736.8838,667.6167,1792.696,2016.629,701.5134,1935.675,1262.969,0,0
"3275","UNITED STATES",102.5206,"FEMALE","84000117",84001857,"YES",15.83,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",65.23,-0.098,-0.1056,-0.4611,"ISCED LEVEL 7",82.41,0.5347,0.305,0.3346,0.1786,1.5715,0.0972,0.0458,0.3759,-0.0991,490.865,516.254,493.736,534.71,486.768,484.447,485.293,459.318,520.455,474.282,641.436,622.183,593.9,631.887,626.746,615.638,615.397,638.734,639.264,652.653,534.735,592.596,575.488,517.118,566.74,568.971,561.042,569.078,599.241,602.861,1895.772,523.5877,1812.156,2016.592,513.0238,569.9088,524.5227,545.4405,1987.318,521.9916,1987.318,502.0832,1852.687,1983.504,1739.669,1887.793,586.4297,521.9916,1815.307,546.0272,533.5091,1933.62,561.6358,502.0832,1983.504,1776.595,1930.012,1855.995,512.1331,1932.088,512.1331,2016.592,546.46,513.0238,586.4297,535.7639,1739.669,1932.088,560.5578,1847.04,2077.497,564.8865,1943.701,2209.457,550.3435,624.4145,565.9812,595.3156,2187.563,567.4291,2187.563,539.7074,1998.821,2182.976,1859.51,2031.552,648.0365,567.4291,1947.361,591.1603,574.1366,2110.783,618.2268,539.7074,2182.976,1909.726,2106.492,2002.694,549.309,2091.789,549.309,2209.457,596.528,550.3435,648.0365,587.1211,1859.51,2091.789,616.9307,2007.818,1213.734,0,0
"3276","UNITED STATES",102.5206,"MALE","84000117",84004641,"YES",15.92,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",77.1,2.8678,0.8237,2.2574,"ISCED LEVEL 7",76.49,1.3919,0.4062,0.3346,2.8889,2.7353,-0.2734,0.8955,0.2943,0.3074,426.498,450.049,493.872,464.867,388.114,415.9,462.037,410.447,471.929,490.514,319.191,333.471,399.531,396.346,331.38,369.932,468.974,473.562,422.534,477.693,434.384,459.04,498.981,448.219,441.073,492.498,501.557,435.44,468.236,472.144,1827.655,595.3728,1747.043,1944.134,583.3605,648.0447,596.436,620.2217,1915.912,593.5579,1915.912,570.92,1786.118,1912.235,1677.162,1819.963,666.8305,593.5579,1750.082,620.8888,606.6544,1864.143,638.6373,570.92,1912.235,1712.76,1860.665,1789.308,582.3478,1862.666,582.3478,1944.134,621.3809,583.3605,666.8305,609.2183,1677.162,1862.666,637.4115,1780.674,2002.85,642.3338,1873.862,2130.07,625.7969,710.0232,643.5786,676.9348,2108.961,645.225,2108.961,613.7026,1927.001,2104.54,1792.696,1958.556,736.8838,645.225,1877.391,672.2097,652.852,2034.94,702.9872,613.7026,2104.54,1841.108,2030.804,1930.736,624.6206,2016.629,624.6206,2130.07,678.3134,625.7969,736.8838,667.6167,1792.696,2016.629,701.5134,1935.675,1262.969,0,0
"3277","UNITED STATES",102.5206,"FEMALE","84000117",84005174,"YES",15.83,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",67.94,-0.5137,-0.206,0.311,"ISCED LEVEL 7",28.48,1.3344,0.4062,0.3346,-0.1703,0.4691,0.7724,-0.2909,-0.0645,-0.034,475.853,453.657,496.834,478.157,458.682,480.726,462.717,466.265,434.372,475.464,476.596,542.636,482.661,563.658,432.263,541.557,585.312,512.508,547.381,507.469,478.519,527.203,491.598,542.422,500.87,525.226,540.91,501.182,551.566,533.9,1895.772,523.5877,1812.156,2016.592,513.0238,569.9088,524.5227,545.4405,1987.318,521.9916,1987.318,502.0832,1852.687,1983.504,1739.669,1887.793,586.4297,521.9916,1815.307,546.0272,533.5091,1933.62,561.6358,502.0832,1983.504,1776.595,1930.012,1855.995,512.1331,1932.088,512.1331,2016.592,546.46,513.0238,586.4297,535.7639,1739.669,1932.088,560.5578,1847.04,2077.497,564.8865,1943.701,2209.457,550.3435,624.4145,565.9812,595.3156,2187.563,567.4291,2187.563,539.7074,1998.821,2182.976,1859.51,2031.552,648.0365,567.4291,1947.361,591.1603,574.1366,2110.783,618.2268,539.7074,2182.976,1909.726,2106.492,2002.694,549.309,2091.789,549.309,2209.457,596.528,550.3435,648.0365,587.1211,1859.51,2091.789,616.9307,2007.818,1213.734,0,0
"3278","UNITED STATES",102.5206,"FEMALE","84000117",84003258,"YES",15.42,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",83.5,2.5027,0.4955,1.4081,"ISCED LEVEL 7",78.86,1.8866,0.4062,0.3456,0.1515,2.7353,0.9028,0.304,1.5367,2.942,492.956,526.313,492.413,534.027,519.305,499.795,522.808,454.598,523.103,477.873,552.779,599.598,553.453,582.145,570.23,602.007,591.823,562.254,615.003,591.491,536.332,574.305,524.462,565.215,524.507,535.187,541.737,471.565,606.788,530.081,1895.772,523.5877,1812.156,2016.592,513.0238,569.9088,524.5227,545.4405,1987.318,521.9916,1987.318,502.0832,1852.687,1983.504,1739.669,1887.793,586.4297,521.9916,1815.307,546.0272,533.5091,1933.62,561.6358,502.0832,1983.504,1776.595,1930.012,1855.995,512.1331,1932.088,512.1331,2016.592,546.46,513.0238,586.4297,535.7639,1739.669,1932.088,560.5578,1847.04,2077.497,564.8865,1943.701,2209.457,550.3435,624.4145,565.9812,595.3156,2187.563,567.4291,2187.563,539.7074,1998.821,2182.976,1859.51,2031.552,648.0365,567.4291,1947.361,591.1603,574.1366,2110.783,618.2268,539.7074,2182.976,1909.726,2106.492,2002.694,549.309,2091.789,549.309,2209.457,596.528,550.3435,648.0365,587.1211,1859.51,2091.789,616.9307,2007.818,1213.734,0,1
"3280","UNITED STATES",102.5206,"MALE","84000117",84002622,"YES",15.42,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",86.72,0.9495,-0.3551,0.0294,"ISCED LEVEL 8",82.41,0.9101,0.4062,0.3346,0.3507,1.17,-0.112,-0.5398,0.935,-0.0385,537.495,582.403,571.549,534.108,594.284,563.336,556.835,554.417,518.155,505.194,575.34,585.356,571.783,634.613,671.721,550.893,611.294,682.946,588.496,585.252,597.869,628.442,569.622,644.633,615.967,596.631,645.948,677.287,598.547,593.995,1827.655,595.3728,1747.043,1944.134,583.3605,648.0447,596.436,620.2217,1915.912,593.5579,1915.912,570.92,1786.118,1912.235,1677.162,1819.963,666.8305,593.5579,1750.082,620.8888,606.6544,1864.143,638.6373,570.92,1912.235,1712.76,1860.665,1789.308,582.3478,1862.666,582.3478,1944.134,621.3809,583.3605,666.8305,609.2183,1677.162,1862.666,637.4115,1780.674,2002.85,642.3338,1873.862,2130.07,625.7969,710.0232,643.5786,676.9348,2108.961,645.225,2108.961,613.7026,1927.001,2104.54,1792.696,1958.556,736.8838,645.225,1877.391,672.2097,652.852,2034.94,702.9872,613.7026,2104.54,1841.108,2030.804,1930.736,624.6206,2016.629,624.6206,2130.07,678.3134,625.7969,736.8838,667.6167,1792.696,2016.629,701.5134,1935.675,1262.969,0,0
"3281","UNITED STATES",102.5206,"MALE","84000117",84006075,"YES",15.83,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",50.9,0.0598,0.4303,0.0043,"ISCED LEVEL 5",59.89,-0.0795,0.4062,0.3346,1.0805,1.4685,0.6326,0.3941,0.6524,1.3218,565.686,469.395,620.424,597.975,554.896,580.956,619.767,518.829,474.277,516.672,629.228,547.113,655.322,591.596,579.617,626.431,563.805,576.592,570.76,609.231,629.525,533.349,615.717,628.24,583.48,568.817,607.644,550.092,582.259,581.038,1827.655,595.3728,1747.043,1944.134,583.3605,648.0447,596.436,620.2217,1915.912,593.5579,1915.912,570.92,1786.118,1912.235,1677.162,1819.963,666.8305,593.5579,1750.082,620.8888,606.6544,1864.143,638.6373,570.92,1912.235,1712.76,1860.665,1789.308,582.3478,1862.666,582.3478,1944.134,621.3809,583.3605,666.8305,609.2183,1677.162,1862.666,637.4115,1780.674,2002.85,642.3338,1873.862,2130.07,625.7969,710.0232,643.5786,676.9348,2108.961,645.225,2108.961,613.7026,1927.001,2104.54,1792.696,1958.556,736.8838,645.225,1877.391,672.2097,652.852,2034.94,702.9872,613.7026,2104.54,1841.108,2030.804,1930.736,624.6206,2016.629,624.6206,2130.07,678.3134,625.7969,736.8838,667.6167,1792.696,2016.629,701.5134,1935.675,1262.969,0,0
"3285","UNITED STATES",102.5206,"FEMALE","84000117",84007972,"YES",15.83,"NEVER MISSED SCHOOL FOR >3 MONTHS","3 TIMES OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",75.5,-0.5343,0.5858,-0.8823,"ISCED LEVEL 6",43.85,0.845,-0.7291,-1.1402,-0.3284,2.0719,-0.9942,0.2152,0.0839,-0.0228,560.126,600.83,588.133,578.818,602.46,586.971,570.961,621.016,622.211,622.547,690.506,639.754,735.639,706.997,630.058,663.648,644.699,685.585,637.058,674.983,680.943,624.653,746.696,690.905,667.67,674.467,668.304,702.97,686.289,677.541,1895.772,523.5877,1812.156,2016.592,513.0238,569.9088,524.5227,545.4405,1987.318,521.9916,1987.318,502.0832,1852.687,1983.504,1739.669,1887.793,586.4297,521.9916,1815.307,546.0272,533.5091,1933.62,561.6358,502.0832,1983.504,1776.595,1930.012,1855.995,512.1331,1932.088,512.1331,2016.592,546.46,513.0238,586.4297,535.7639,1739.669,1932.088,560.5578,1847.04,2077.497,564.8865,1943.701,2209.457,550.3435,624.4145,565.9812,595.3156,2187.563,567.4291,2187.563,539.7074,1998.821,2182.976,1859.51,2031.552,648.0365,567.4291,1947.361,591.1603,574.1366,2110.783,618.2268,539.7074,2182.976,1909.726,2106.492,2002.694,549.309,2091.789,549.309,2209.457,596.528,550.3435,648.0365,587.1211,1859.51,2091.789,616.9307,2007.818,1213.734,1,1
"3288","UNITED STATES",102.5206,"MALE","84000117",84003399,"YES",16.17,"NEVER MISSED SCHOOL FOR >3 MONTHS","2 TIMES OF WORKING FOR PAY PER WEEK","NATIVE STUDENT",28.48,0.6466,0.0339,0.8961,"ISCED LEVEL 7",71.39,1.282,0.4062,0.3346,0.3623,1.4645,-0.5032,-0.1563,-0.1465,0.1793,493.279,457.35,414.843,440.425,404.758,469.486,454.051,397.19,442.799,473.614,432.288,463.152,467.715,448.847,412.483,449.502,474.089,399.751,446.896,434.393,529.601,490.367,444.473,532.938,456.068,536.037,535.635,434.041,517.018,491.665,1827.655,595.3728,1747.043,1944.134,583.3605,648.0447,596.436,620.2217,1915.912,593.5579,1915.912,570.92,1786.118,1912.235,1677.162,1819.963,666.8305,593.5579,1750.082,620.8888,606.6544,1864.143,638.6373,570.92,1912.235,1712.76,1860.665,1789.308,582.3478,1862.666,582.3478,1944.134,621.3809,583.3605,666.8305,609.2183,1677.162,1862.666,637.4115,1780.674,2002.85,642.3338,1873.862,2130.07,625.7969,710.0232,643.5786,676.9348,2108.961,645.225,2108.961,613.7026,1927.001,2104.54,1792.696,1958.556,736.8838,645.225,1877.391,672.2097,652.852,2034.94,702.9872,613.7026,2104.54,1841.108,2030.804,1930.736,624.6206,2016.629,624.6206,2130.07,678.3134,625.7969,736.8838,667.6167,1792.696,2016.629,701.5134,1935.675,1262.969,1,0
"3290","UNITED STATES",102.5206,"MALE","84000117",84002156,"YES",15.83,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",72.27,-0.1529,-1.1231,-1.7101,"ISCED LEVEL 7",31.08,0.0899,0.4062,0.3346,-0.1177,0.4262,-0.5032,-0.0523,-2.4962,-0.5967,381.548,380.41,335.692,373.561,374.316,356.832,370.059,367.435,346.379,398.756,362.563,423.684,468.534,393.383,340.808,454.6,395.217,394.554,383.901,370.999,314.836,329.538,395.895,338.45,264.424,337.274,307.991,295.431,287.09,232.639,1827.655,595.3728,1747.043,1944.134,583.3605,648.0447,596.436,620.2217,1915.912,593.5579,1915.912,570.92,1786.118,1912.235,1677.162,1819.963,666.8305,593.5579,1750.082,620.8888,606.6544,1864.143,638.6373,570.92,1912.235,1712.76,1860.665,1789.308,582.3478,1862.666,582.3478,1944.134,621.3809,583.3605,666.8305,609.2183,1677.162,1862.666,637.4115,1780.674,2002.85,642.3338,1873.862,2130.07,625.7969,710.0232,643.5786,676.9348,2108.961,645.225,2108.961,613.7026,1927.001,2104.54,1792.696,1958.556,736.8838,645.225,1877.391,672.2097,652.852,2034.94,702.9872,613.7026,2104.54,1841.108,2030.804,1930.736,624.6206,2016.629,624.6206,2130.07,678.3134,625.7969,736.8838,667.6167,1792.696,2016.629,701.5134,1935.675,1262.969,0,1
"3291","UNITED STATES",102.5206,"FEMALE","84000117",84007948,"YES",16.08,"MISSED SCHOOL FOR >3 MONTHS AT LEAST ONCE","NO WORK FOR PAY","NATIVE STUDENT",52.72,2.5017,0.094,0.5886,"ISCED LEVEL 6",81.4,1.7008,0.4062,0.3346,1.9697,1.7938,-0.1288,0.6009,1.5576,0.6555,550.246,500.571,536.682,543.52,532.256,511.833,530.276,509.315,526.311,523.582,654.463,666.668,623.396,614.67,671.555,552.029,633.093,623.4,631.917,573.205,636.914,625.394,638.693,596.391,592.224,585.439,657.665,610.745,659.224,603.171,1895.772,523.5877,1812.156,2016.592,513.0238,569.9088,524.5227,545.4405,1987.318,521.9916,1987.318,502.0832,1852.687,1983.504,1739.669,1887.793,586.4297,521.9916,1815.307,546.0272,533.5091,1933.62,561.6358,502.0832,1983.504,1776.595,1930.012,1855.995,512.1331,1932.088,512.1331,2016.592,546.46,513.0238,586.4297,535.7639,1739.669,1932.088,560.5578,1847.04,2077.497,564.8865,1943.701,2209.457,550.3435,624.4145,565.9812,595.3156,2187.563,567.4291,2187.563,539.7074,1998.821,2182.976,1859.51,2031.552,648.0365,567.4291,1947.361,591.1603,574.1366,2110.783,618.2268,539.7074,2182.976,1909.726,2106.492,2002.694,549.309,2091.789,549.309,2209.457,596.528,550.3435,648.0365,587.1211,1859.51,2091.789,616.9307,2007.818,1213.734,0,0
"3294","UNITED STATES",102.5206,"MALE","84000117",84003050,"YES",15.5,"NEVER MISSED SCHOOL FOR >3 MONTHS","5 TIMES OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",74.66,2.6994,1.0785,1.748,"ISCED LEVEL 7",62.45,1.1448,0.4062,0.3346,0.4436,0.6592,-0.5032,0.2163,1.7809,2.942,505.778,478.14,441.457,528.826,455.016,422.328,456.675,461.586,473.222,440.06,508.306,492.382,482.104,475.611,460.614,458.079,479.426,451.041,405.08,458.74,539.754,529.756,532.375,529.971,527.482,531.323,542.62,479.449,533.36,505.113,1827.655,595.3728,1747.043,1944.134,583.3605,648.0447,596.436,620.2217,1915.912,593.5579,1915.912,570.92,1786.118,1912.235,1677.162,1819.963,666.8305,593.5579,1750.082,620.8888,606.6544,1864.143,638.6373,570.92,1912.235,1712.76,1860.665,1789.308,582.3478,1862.666,582.3478,1944.134,621.3809,583.3605,666.8305,609.2183,1677.162,1862.666,637.4115,1780.674,2002.85,642.3338,1873.862,2130.07,625.7969,710.0232,643.5786,676.9348,2108.961,645.225,2108.961,613.7026,1927.001,2104.54,1792.696,1958.556,736.8838,645.225,1877.391,672.2097,652.852,2034.94,702.9872,613.7026,2104.54,1841.108,2030.804,1930.736,624.6206,2016.629,624.6206,2130.07,678.3134,625.7969,736.8838,667.6167,1792.696,2016.629,701.5134,1935.675,1262.969,1,1
"3295","UNITED STATES",102.5206,"FEMALE","84000117",84005615,"YES",16.33,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",67.94,-0.3603,-0.0672,-2.0463,"ISCED LEVEL 7",71.39,0.6617,0.4062,0.3346,-0.1402,1.7808,-1.5875,0.0686,-0.5799,-0.1406,629.812,617.443,636.63,635.222,632.86,674.89,579.4,581.645,644.144,665.089,568.569,698.027,598.217,616.32,644.298,629.271,644.777,606.908,666.926,626.214,626.477,710.848,653.103,625.058,670.86,675.153,667.741,553.436,672.484,588.807,2889.541,622.5815,2430.829,2854.477,606.0518,677.6605,623.6933,648.566,3029.076,620.6837,3029.076,597.0112,2622.47,3023.262,2333.596,2532.289,703.166,620.6837,2435.056,649.2636,630.2518,2737.03,673.4366,597.0112,3023.262,2514.762,2731.923,2627.153,604.9997,2734.862,604.9997,2854.477,649.7783,606.0518,703.166,642.4145,2333.596,2734.862,672.144,2614.476,3065.246,640.2027,2525.522,3026.211,622.9012,707.6676,641.4434,674.6889,3227.643,643.0843,3227.643,611.6665,2737.71,3220.876,2416.13,2639.67,735.6995,643.0843,2530.278,669.9796,649.8311,2891.06,701.8574,611.6665,3220.876,2615.68,2885.184,2743.015,621.7303,2865.045,621.7303,3026.211,676.063,622.9012,735.6995,666.5438,2416.13,2865.045,700.386,2750.032,1504.235,0,1
"3297","UNITED STATES",102.5206,"FEMALE","84000117",84001544,"YES",15.67,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",53.15,0.0108,-0.8986,-0.4178,"ISCED LEVEL 6",70.34,0.8679,0.4062,0.3346,-0.1308,0.6737,-0.146,-0.1567,-0.3198,-0.4292,526.347,449.378,500.299,502.747,501.996,523.782,524.918,501.392,532.499,523.415,663.899,605.787,710.178,673.231,705.055,728.264,732.899,644.125,669.299,618.448,605.685,519.674,598.835,598.097,623.839,644.772,651.448,543.071,607.08,602.641,1895.772,523.5877,1812.156,2016.592,513.0238,569.9088,524.5227,545.4405,1987.318,521.9916,1987.318,502.0832,1852.687,1983.504,1739.669,1887.793,586.4297,521.9916,1815.307,546.0272,533.5091,1933.62,561.6358,502.0832,1983.504,1776.595,1930.012,1855.995,512.1331,1932.088,512.1331,2016.592,546.46,513.0238,586.4297,535.7639,1739.669,1932.088,560.5578,1847.04,2077.497,564.8865,1943.701,2209.457,550.3435,624.4145,565.9812,595.3156,2187.563,567.4291,2187.563,539.7074,1998.821,2182.976,1859.51,2031.552,648.0365,567.4291,1947.361,591.1603,574.1366,2110.783,618.2268,539.7074,2182.976,1909.726,2106.492,2002.694,549.309,2091.789,549.309,2209.457,596.528,550.3435,648.0365,587.1211,1859.51,2091.789,616.9307,2007.818,1213.734,0,0
