"","cnt","w_schgrnrabwt","st004d01t","cntschid","cntstuid","oecd","age","misssc","workpay","immig","bsmj","relatst","learres","famsupsl","hisced","hisei","homepos","ictsch","icthome","ictqual","ictout","ictwkdy","icteffic","ictenq","ictfeed","pv1math","pv2math","pv3math","pv4math","pv5math","pv6math","pv7math","pv8math","pv9math","pv10math","pv1read","pv2read","pv3read","pv4read","pv5read","pv6read","pv7read","pv8read","pv9read","pv10read","pv1scie","pv2scie","pv3scie","pv4scie","pv5scie","pv6scie","pv7scie","pv8scie","pv9scie","pv10scie","w_fsturwt1","w_fsturwt2","w_fsturwt3","w_fsturwt4","w_fsturwt5","w_fsturwt6","w_fsturwt7","w_fsturwt8","w_fsturwt9","w_fsturwt10","w_fsturwt11","w_fsturwt12","w_fsturwt13","w_fsturwt14","w_fsturwt15","w_fsturwt16","w_fsturwt17","w_fsturwt18","w_fsturwt19","w_fsturwt20","w_fsturwt21","w_fsturwt22","w_fsturwt23","w_fsturwt24","w_fsturwt25","w_fsturwt26","w_fsturwt27","w_fsturwt28","w_fsturwt29","w_fsturwt30","w_fsturwt31","w_fsturwt32","w_fsturwt33","w_fsturwt34","w_fsturwt35","w_fsturwt36","w_fsturwt37","w_fsturwt38","w_fsturwt39","w_fsturwt40","w_fsturwt41","w_fsturwt42","w_fsturwt43","w_fsturwt44","w_fsturwt45","w_fsturwt46","w_fsturwt47","w_fsturwt48","w_fsturwt49","w_fsturwt50","w_fsturwt51","w_fsturwt52","w_fsturwt53","w_fsturwt54","w_fsturwt55","w_fsturwt56","w_fsturwt57","w_fsturwt58","w_fsturwt59","w_fsturwt60","w_fsturwt61","w_fsturwt62","w_fsturwt63","w_fsturwt64","w_fsturwt65","w_fsturwt66","w_fsturwt67","w_fsturwt68","w_fsturwt69","w_fsturwt70","w_fsturwt71","w_fsturwt72","w_fsturwt73","w_fsturwt74","w_fsturwt75","w_fsturwt76","w_fsturwt77","w_fsturwt78","w_fsturwt79","w_fsturwt80","w_fstuwt","workpay_recode","immig_recode"
"3302","UNITED STATES",75.99907,"FEMALE","84000118",84002065,"YES",16.17,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",81.92,1.1265,-0.599,-0.6084,"ISCED LEVEL 6",73.38,0.4068,0.4062,0.3346,1.294,0.1897,-1.5875,-0.0147,-0.2652,-0.8331,555.625,550.17,539.336,594.017,568.085,557.444,507.897,533.163,527.291,546.818,673.195,705.044,676.002,771.467,726.816,646.084,569.893,660.106,650.106,712.559,617.782,611.116,638.653,654.45,614.402,630.842,605.597,600.265,609.22,626.622,346.8153,408.0736,453.5276,374.5605,470.8541,1155.576,984.3799,470.8541,1168.194,1135.823,489.8099,508.5225,1168.194,1254.727,1254.727,1081.661,556.464,1459.061,455.9465,1459.061,375.4277,374.5605,511.9468,408.0736,424.5019,1107.112,954.4069,424.5019,1234.59,1081.661,556.464,455.9465,1234.59,1333.357,1333.357,1135.823,489.8099,1347.916,508.5225,1347.916,1447.762,1459.061,1107.112,1347.916,1234.59,511.9468,600.9811,1234.59,424.5019,508.5225,1030.759,1135.823,424.5019,393.0573,393.0573,455.9465,1069.978,408.0736,1081.661,408.0736,1575.786,1347.916,1155.576,1459.061,1168.194,453.5276,526.0921,1168.194,470.8541,455.9465,1069.978,1081.661,470.8541,433.1858,433.1858,508.5225,1030.759,374.5605,1135.823,374.5605,839.2572,0,0
"3304","UNITED STATES",75.99907,"FEMALE","84000118",84002699,"YES",15.42,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",63.31,1.0518,-0.4365,-0.8622,"ISCED LEVEL 3.4",23.8,-0.5735,0.4062,0.3346,1.151,0.4656,1.5411,-0.3349,-0.5483,-0.3458,347.759,362.497,381.667,334.665,307.197,310.471,336.801,341.483,331.906,362.735,474.076,487.919,512.754,500.553,476.397,469.672,502.071,506.369,497.153,506.452,391.789,431.199,449.752,390.219,392.225,378.316,363.724,385.553,386.971,434.242,377.174,427.4639,456.2504,407.348,493.2276,1281.151,1091.351,456.2504,1178.102,1259.251,492.7504,492.7504,1281.151,1376.051,1265.369,1090.835,539.205,1487.503,495.8581,1487.503,393.2668,407.348,496.0686,427.4639,461.661,1214.163,1046.692,427.0504,1258.656,1186.251,539.205,458.6837,1368.751,1478.251,1359.349,1157.964,492.7504,1359.349,532.6858,1359.349,1460.041,1487.503,1214.163,1359.349,1258.656,496.0686,582.3414,1368.751,461.661,492.7504,1130.427,1259.251,427.0504,395.417,427.4639,495.8581,1186.251,427.4639,1090.835,427.4639,1606.503,1359.349,1281.151,1487.503,1178.102,456.2504,529.2504,1281.151,493.2276,458.6837,1186.251,1186.251,456.2504,419.7504,453.7694,532.6858,1130.427,407.348,1157.964,407.348,881.215,0,0
"3305","UNITED STATES",75.99907,"MALE","84000118",84008124,"YES",16.17,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",50.9,0.6135,-0.8989,-0.5619,"ISCED LEVEL 7",78.69,0.3013,0.4062,0.3346,0.3623,0.9723,0.1877,0.2297,0.4718,0.2873,510.561,538.097,583.001,556.304,577.468,548.664,546.422,558.474,534.906,593.442,602.582,576.429,573.642,567.866,641.82,526.566,599.806,584.051,549.742,634.758,565.822,588.772,606.043,582.166,651.114,538.755,626.233,620.469,588.589,689.641,292.9813,332.0455,383.1294,316.4198,383.1294,1075.827,916.4455,383.1294,1075.827,1057.437,413.7797,413.7797,1075.827,1155.518,1155.518,996.1364,452.7893,1358.368,385.1727,1358.368,305.4818,316.4198,416.5661,332.0455,358.6091,1019.575,878.9439,358.6091,1149.388,996.1364,452.7893,385.1727,1149.388,1241.339,1241.339,1057.437,413.7797,1241.339,413.7797,1241.339,1333.29,1358.368,1019.575,1241.339,1149.388,416.5661,489.0124,1149.388,358.6091,413.7797,949.2594,1057.437,358.6091,332.0455,332.0455,385.1727,996.1364,332.0455,996.1364,332.0455,1467.037,1241.339,1075.827,1358.368,1075.827,383.1294,444.4301,1075.827,383.1294,385.1727,996.1364,996.1364,383.1294,352.479,352.479,413.7797,949.2594,316.4198,1057.437,316.4198,739.987,0,0
"3306","UNITED STATES",75.99907,"MALE","84000118",84001617,"YES",15.5,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",74.66,0.4567,0.5733,-1.0582,"ISCED LEVEL 7",78.86,0.6867,0.4062,0.3346,1.2105,0.8995,-0.7995,-0.1122,-0.1121,-0.4274,649.411,664.338,704.294,674.59,700.26,665.635,661.865,700.925,674.967,664.965,738.836,645.002,672.727,681.457,693.639,595.477,595.869,618.334,681.021,639.504,663.958,661.781,646.164,659.881,669.312,639.239,613.516,652.022,650.177,648.176,325.5348,368.9394,425.6993,351.5775,425.6993,1195.364,1018.273,425.6993,1195.364,1174.93,459.7553,459.7553,1195.364,1283.909,1283.909,1106.818,503.0992,1509.298,427.9697,1509.298,339.4243,351.5775,462.8513,368.9394,398.4546,1132.861,976.6043,398.4546,1277.098,1106.818,503.0992,427.9697,1277.098,1379.266,1379.266,1174.93,459.7553,1379.266,459.7553,1379.266,1481.434,1509.298,1132.861,1379.266,1277.098,462.8513,543.3471,1277.098,398.4546,459.7553,1054.733,1174.93,398.4546,368.9394,368.9394,427.9697,1106.818,368.9394,1106.818,368.9394,1630.041,1379.266,1195.364,1509.298,1195.364,425.6993,493.8112,1195.364,425.6993,427.9697,1106.818,1106.818,425.6993,391.6434,391.6434,459.7553,1054.733,351.5775,1174.93,351.5775,822.2078,0,0
"3309","UNITED STATES",75.99907,"FEMALE","84000118",84001370,"YES",15.75,"NEVER MISSED SCHOOL FOR >3 MONTHS","2 TIMES OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",81.92,-0.0722,-0.1558,-1.121,"ISCED LEVEL 4",31.08,-0.0358,0.4062,0.3346,-0.2001,0.1909,-0.3052,-0.2573,0.4618,0.0705,582.926,576.988,608.499,586.309,583.586,600.76,605.468,584.503,579.179,575.663,653.562,795.47,774.909,707.792,690.915,699.119,726.853,630.627,673.598,693.651,679.644,688.234,658.104,667.638,664.41,679.353,665.709,654.398,648.018,659.843,377.174,427.4639,456.2504,407.348,493.2276,1281.151,1091.351,456.2504,1178.102,1259.251,492.7504,492.7504,1281.151,1376.051,1265.369,1090.835,539.205,1487.503,495.8581,1487.503,393.2668,407.348,496.0686,427.4639,461.661,1214.163,1046.692,427.0504,1258.656,1186.251,539.205,458.6837,1368.751,1478.251,1359.349,1157.964,492.7504,1359.349,532.6858,1359.349,1460.041,1487.503,1214.163,1359.349,1258.656,496.0686,582.3414,1368.751,461.661,492.7504,1130.427,1259.251,427.0504,395.417,427.4639,495.8581,1186.251,427.4639,1090.835,427.4639,1606.503,1359.349,1281.151,1487.503,1178.102,456.2504,529.2504,1281.151,493.2276,458.6837,1186.251,1186.251,456.2504,419.7504,453.7694,532.6858,1130.427,407.348,1157.964,407.348,881.215,1,1
"3321","UNITED STATES",75.99907,"FEMALE","84000118",84001302,"YES",16.17,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",80.46,-0.2421,-0.0267,-0.3497,"ISCED LEVEL 8",82.41,0.313,0.4062,-1.1402,-0.2087,0.0864,-0.5215,0.1758,0.3573,-0.8331,469.07,486.378,455.963,434.848,493.408,410.742,469.567,478.3,493.102,492.975,550.207,561.25,575.024,503.882,549.065,525.278,538.681,565.212,588.338,593.158,526.178,508.513,518.359,411.011,526.947,511.236,501.147,526.245,591.352,531.176,346.8153,408.0736,453.5276,374.5605,470.8541,1155.576,984.3799,470.8541,1168.194,1135.823,489.8099,508.5225,1168.194,1254.727,1254.727,1081.661,556.464,1459.061,455.9465,1459.061,375.4277,374.5605,511.9468,408.0736,424.5019,1107.112,954.4069,424.5019,1234.59,1081.661,556.464,455.9465,1234.59,1333.357,1333.357,1135.823,489.8099,1347.916,508.5225,1347.916,1447.762,1459.061,1107.112,1347.916,1234.59,511.9468,600.9811,1234.59,424.5019,508.5225,1030.759,1135.823,424.5019,393.0573,393.0573,455.9465,1069.978,408.0736,1081.661,408.0736,1575.786,1347.916,1155.576,1459.061,1168.194,453.5276,526.0921,1168.194,470.8541,455.9465,1069.978,1081.661,470.8541,433.1858,433.1858,508.5225,1030.759,374.5605,1135.823,374.5605,839.2572,0,0
"3323","UNITED STATES",75.99907,"FEMALE","84000118",84003950,"YES",15.42,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",31.08,0.2358,1.6739,-0.6945,"ISCED LEVEL 6",71.39,0.0948,0.4062,0.3346,-0.1858,2.4112,-0.2391,0.1314,1.7673,1.9651,374.698,423.881,447.441,397.594,420.357,409.01,393.747,426.719,438.382,434.38,532.747,602.817,546.122,593.803,560.804,601.492,571.27,598.22,565.481,597.362,436.75,479.703,459.812,463.359,447.448,467.602,462.664,506.489,450.065,474.354,377.174,427.4639,456.2504,407.348,493.2276,1281.151,1091.351,456.2504,1178.102,1259.251,492.7504,492.7504,1281.151,1376.051,1265.369,1090.835,539.205,1487.503,495.8581,1487.503,393.2668,407.348,496.0686,427.4639,461.661,1214.163,1046.692,427.0504,1258.656,1186.251,539.205,458.6837,1368.751,1478.251,1359.349,1157.964,492.7504,1359.349,532.6858,1359.349,1460.041,1487.503,1214.163,1359.349,1258.656,496.0686,582.3414,1368.751,461.661,492.7504,1130.427,1259.251,427.0504,395.417,427.4639,495.8581,1186.251,427.4639,1090.835,427.4639,1606.503,1359.349,1281.151,1487.503,1178.102,456.2504,529.2504,1281.151,493.2276,458.6837,1186.251,1186.251,456.2504,419.7504,453.7694,532.6858,1130.427,407.348,1157.964,407.348,881.215,0,0
"3325","UNITED STATES",75.99907,"FEMALE","84000118",84002294,"YES",16.33,"NEVER MISSED SCHOOL FOR >3 MONTHS","3 TIMES OF WORKING FOR PAY PER WEEK","FIRST-GENERATION STUDENT",68.7,1.5679,2.8409,-0.2239,"ISCED LEVEL 6",74.66,-0.1666,0.4062,0.3346,0.7713,2.7353,-0.8771,0.982,1.5551,2.942,465.384,483.679,503.823,430.397,470.14,453.859,451.934,495.94,483.228,470.359,559.828,520.604,544.831,565.356,568.44,525.084,575.946,568.925,548.589,542.265,495.638,477.256,515.618,532.345,562.991,477.95,570.75,557.084,531.491,516.237,346.8153,408.0736,453.5276,374.5605,470.8541,1155.576,984.3799,470.8541,1168.194,1135.823,489.8099,508.5225,1168.194,1254.727,1254.727,1081.661,556.464,1459.061,455.9465,1459.061,375.4277,374.5605,511.9468,408.0736,424.5019,1107.112,954.4069,424.5019,1234.59,1081.661,556.464,455.9465,1234.59,1333.357,1333.357,1135.823,489.8099,1347.916,508.5225,1347.916,1447.762,1459.061,1107.112,1347.916,1234.59,511.9468,600.9811,1234.59,424.5019,508.5225,1030.759,1135.823,424.5019,393.0573,393.0573,455.9465,1069.978,408.0736,1081.661,408.0736,1575.786,1347.916,1155.576,1459.061,1168.194,453.5276,526.0921,1168.194,470.8541,455.9465,1069.978,1081.661,470.8541,433.1858,433.1858,508.5225,1030.759,374.5605,1135.823,374.5605,839.2572,1,1
"3327","UNITED STATES",75.99907,"MALE","84000118",84001830,"YES",15.75,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",50.9,0.8803,-0.463,0.3804,"ISCED LEVEL 2",25.94,-1.0152,0.4062,0.3346,0.3623,0.3349,0.396,0.0943,0.8147,0.1195,469.83,484.223,471.794,499.572,477.283,457.213,483.062,482.375,496.884,474.445,495.049,462.031,465.661,449.561,492.662,494.648,511.384,441.417,445.487,502.229,438.338,458.671,480.784,460.697,476.136,455.039,478.523,442.715,459.688,496.899,325.5348,368.9394,425.6993,351.5775,425.6993,1195.364,1018.273,425.6993,1195.364,1174.93,459.7553,459.7553,1195.364,1283.909,1283.909,1106.818,503.0992,1509.298,427.9697,1509.298,339.4243,351.5775,462.8513,368.9394,398.4546,1132.861,976.6043,398.4546,1277.098,1106.818,503.0992,427.9697,1277.098,1379.266,1379.266,1174.93,459.7553,1379.266,459.7553,1379.266,1481.434,1509.298,1132.861,1379.266,1277.098,462.8513,543.3471,1277.098,398.4546,459.7553,1054.733,1174.93,398.4546,368.9394,368.9394,427.9697,1106.818,368.9394,1106.818,368.9394,1630.041,1379.266,1195.364,1509.298,1195.364,425.6993,493.8112,1195.364,425.6993,427.9697,1106.818,1106.818,425.6993,391.6434,391.6434,459.7553,1054.733,351.5775,1174.93,351.5775,822.2078,0,1
"3328","UNITED STATES",75.99907,"FEMALE","84000118",84006661,"YES",15.67,"NEVER MISSED SCHOOL FOR >3 MONTHS","2 TIMES OF WORKING FOR PAY PER WEEK","NATIVE STUDENT",85.85,0.2464,0.1996,0.1299,"ISCED LEVEL 6",80.46,0.5864,0.4062,0.3346,0.3623,-0.2775,-0.4379,2.2012,-0.122,-0.1712,423.884,467.462,520.409,459.787,508.596,531.732,468.394,563.203,523.534,504.163,594.848,622.379,663.526,593.582,615.375,629.055,645.498,635.367,610.691,630.285,574.956,568.791,642.111,613.782,602.516,588.843,568.207,649.506,602.521,660.704,377.174,427.4639,456.2504,407.348,493.2276,1281.151,1091.351,456.2504,1178.102,1259.251,492.7504,492.7504,1281.151,1376.051,1265.369,1090.835,539.205,1487.503,495.8581,1487.503,393.2668,407.348,496.0686,427.4639,461.661,1214.163,1046.692,427.0504,1258.656,1186.251,539.205,458.6837,1368.751,1478.251,1359.349,1157.964,492.7504,1359.349,532.6858,1359.349,1460.041,1487.503,1214.163,1359.349,1258.656,496.0686,582.3414,1368.751,461.661,492.7504,1130.427,1259.251,427.0504,395.417,427.4639,495.8581,1186.251,427.4639,1090.835,427.4639,1606.503,1359.349,1281.151,1487.503,1178.102,456.2504,529.2504,1281.151,493.2276,458.6837,1186.251,1186.251,456.2504,419.7504,453.7694,532.6858,1130.427,407.348,1157.964,407.348,881.215,1,0
"3331","UNITED STATES",75.99907,"FEMALE","84000118",84002904,"YES",16.25,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",64.44,-0.5702,0.1809,-1.0628,"ISCED LEVEL 3.4",30.9,-0.2785,0.4062,0.3346,0.1203,-0.2136,0.5391,-0.82,-0.0668,0.2913,580.267,534.042,507.306,534.962,516.778,493.436,574.138,442.21,559.475,520.469,616.618,722.303,668.125,655.776,682.156,649.544,682.724,624.313,639.695,730.158,592.797,671.866,603.88,635.728,577.789,557.632,610.301,540.805,629.283,706.148,346.8153,408.0736,453.5276,374.5605,470.8541,1155.576,984.3799,470.8541,1168.194,1135.823,489.8099,508.5225,1168.194,1254.727,1254.727,1081.661,556.464,1459.061,455.9465,1459.061,375.4277,374.5605,511.9468,408.0736,424.5019,1107.112,954.4069,424.5019,1234.59,1081.661,556.464,455.9465,1234.59,1333.357,1333.357,1135.823,489.8099,1347.916,508.5225,1347.916,1447.762,1459.061,1107.112,1347.916,1234.59,511.9468,600.9811,1234.59,424.5019,508.5225,1030.759,1135.823,424.5019,393.0573,393.0573,455.9465,1069.978,408.0736,1081.661,408.0736,1575.786,1347.916,1155.576,1459.061,1168.194,453.5276,526.0921,1168.194,470.8541,455.9465,1069.978,1081.661,470.8541,433.1858,433.1858,508.5225,1030.759,374.5605,1135.823,374.5605,839.2572,0,0
"3332","UNITED STATES",75.99907,"MALE","84000118",84004366,"YES",15.67,"NEVER MISSED SCHOOL FOR >3 MONTHS","2 TIMES OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",80.46,0.1555,0.257,-0.1673,"ISCED LEVEL 8",68.88,1.5613,0.4062,0.3346,0.3623,0.3759,-0.6085,0.248,0.5025,1.2223,645.016,638.645,608.207,633.6,700.696,649.89,625.487,713.164,654.002,647.094,667.78,693.416,633.6,632.675,665.066,650.152,638.972,621.999,669.397,550.211,664.525,644.301,585.753,687.696,658.501,657.585,594.161,687.69,659.148,629.736,325.5348,368.9394,425.6993,351.5775,425.6993,1195.364,1018.273,425.6993,1195.364,1174.93,459.7553,459.7553,1195.364,1283.909,1283.909,1106.818,503.0992,1509.298,427.9697,1509.298,339.4243,351.5775,462.8513,368.9394,398.4546,1132.861,976.6043,398.4546,1277.098,1106.818,503.0992,427.9697,1277.098,1379.266,1379.266,1174.93,459.7553,1379.266,459.7553,1379.266,1481.434,1509.298,1132.861,1379.266,1277.098,462.8513,543.3471,1277.098,398.4546,459.7553,1054.733,1174.93,398.4546,368.9394,368.9394,427.9697,1106.818,368.9394,1106.818,368.9394,1630.041,1379.266,1195.364,1509.298,1195.364,425.6993,493.8112,1195.364,425.6993,427.9697,1106.818,1106.818,425.6993,391.6434,391.6434,459.7553,1054.733,351.5775,1174.93,351.5775,822.2078,1,1
"3333","UNITED STATES",75.99907,"MALE","84000118",84002603,"YES",15.83,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",38.44,-0.3387,0.608,0.0741,"ISCED LEVEL 3.4",59.89,0.0026,0.4062,0.3346,0.3623,0.4262,-0.3097,0.2811,0.2332,0.3074,474.856,484.879,481.921,430.888,453.676,511.924,444.558,484.96,452.711,493.335,579.719,477.781,517.352,508.701,428.635,566.151,568.749,537.928,435.824,529.012,482.516,498.673,504.609,506.749,449.523,532.967,485.47,504.605,479.464,507.704,325.5348,368.9394,425.6993,351.5775,425.6993,1195.364,1018.273,425.6993,1195.364,1174.93,459.7553,459.7553,1195.364,1283.909,1283.909,1106.818,503.0992,1509.298,427.9697,1509.298,339.4243,351.5775,462.8513,368.9394,398.4546,1132.861,976.6043,398.4546,1277.098,1106.818,503.0992,427.9697,1277.098,1379.266,1379.266,1174.93,459.7553,1379.266,459.7553,1379.266,1481.434,1509.298,1132.861,1379.266,1277.098,462.8513,543.3471,1277.098,398.4546,459.7553,1054.733,1174.93,398.4546,368.9394,368.9394,427.9697,1106.818,368.9394,1106.818,368.9394,1630.041,1379.266,1195.364,1509.298,1195.364,425.6993,493.8112,1195.364,425.6993,427.9697,1106.818,1106.818,425.6993,391.6434,391.6434,459.7553,1054.733,351.5775,1174.93,351.5775,822.2078,0,0
"3334","UNITED STATES",75.99907,"MALE","84000118",84001240,"YES",15.67,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",50.9,0.3249,0.1917,0.1449,"ISCED LEVEL 4",79.74,0.4474,0.4062,0.3346,0.3623,0.4262,0.4728,-0.3717,0.2014,0.3074,404.251,435.748,452.309,470.758,412.184,481.152,475.291,450.421,492.961,436.188,520.504,486.194,485.331,572.991,534.012,518.691,494.519,528.476,648.139,493.251,460.977,515.287,496.837,582.708,538.576,574.698,559.108,524.965,593.738,496.417,325.5348,368.9394,425.6993,351.5775,425.6993,1195.364,1018.273,425.6993,1195.364,1174.93,459.7553,459.7553,1195.364,1283.909,1283.909,1106.818,503.0992,1509.298,427.9697,1509.298,339.4243,351.5775,462.8513,368.9394,398.4546,1132.861,976.6043,398.4546,1277.098,1106.818,503.0992,427.9697,1277.098,1379.266,1379.266,1174.93,459.7553,1379.266,459.7553,1379.266,1481.434,1509.298,1132.861,1379.266,1277.098,462.8513,543.3471,1277.098,398.4546,459.7553,1054.733,1174.93,398.4546,368.9394,368.9394,427.9697,1106.818,368.9394,1106.818,368.9394,1630.041,1379.266,1195.364,1509.298,1195.364,425.6993,493.8112,1195.364,425.6993,427.9697,1106.818,1106.818,425.6993,391.6434,391.6434,459.7553,1054.733,351.5775,1174.93,351.5775,822.2078,0,0
"3338","UNITED STATES",345.1746,"FEMALE","84000119",84007189,"YES",15.67,"NEVER MISSED SCHOOL FOR >3 MONTHS","10 OR MORE TIMES OF WORKING FOR PAY PER WEEK","NATIVE STUDENT",51.25,-0.0212,0.8328,0.7523,"ISCED LEVEL 3.4",23.57,0.0491,0.4062,0.3346,0.1515,2.1015,1.2204,0.106,2.4879,2.942,411.904,435.695,411.616,361.584,420.521,378.941,431.156,388.335,405.716,416.633,439.903,474.463,477.413,484.415,458.051,453.301,488.229,469.087,409.7,402.391,386.097,440.566,421.272,430.22,439.509,430.672,465.971,402.732,428.096,392.693,774.1499,857.4921,834.2527,956.7594,807.4676,773.2814,852.638,806.1821,789.8809,927.0269,954.4455,787.4388,880.3138,720.8044,858.9882,787.4388,774.1499,786.4137,712.31,858.9882,712.8311,789.8809,773.2814,882.1135,882.1135,834.2527,786.4137,880.3138,857.4921,858.9882,880.3138,854.0732,954.4455,787.4388,927.0269,720.8044,835.4687,720.1894,773.2814,790.9496,305.165,269.1559,277.6569,240.7566,285.8307,305.9393,270.6282,286.3294,294.0378,244.0168,240.9703,295.4705,263.6499,320.7618,268.7274,295.4705,305.165,296.0991,334.2217,268.7274,333.2261,294.0378,305.9393,263.2936,263.2936,277.6569,296.0991,263.6499,269.1559,268.7274,263.6499,270.1792,240.9703,295.4705,244.0168,320.7618,277.1038,321.57,305.9393,293.4379,555.8112,1,0
"3340","UNITED STATES",345.1746,"MALE","84000119",84004843,"YES",15.83,"NEVER MISSED SCHOOL FOR >3 MONTHS","8 TIMES OF WORKING FOR PAY PER WEEK","NATIVE STUDENT",50.9,-0.1115,-0.2173,0.573,"ISCED LEVEL 2",28.48,0.2357,0.4062,0.3346,-0.5104,-0.2335,1.0534,-0.134,0.2943,0.3891,346.602,337.97,343.239,394.46,384.46,352.998,395.033,386.567,337.916,351.506,323.814,358.152,315.171,393.555,362.948,400.702,414.215,450.847,333.325,328.098,420.066,406.109,405.083,463.267,432.94,431.53,438.206,466.253,422.281,425.143,945.2415,1007.022,979.73,1168.209,985.9226,908.1264,1001.321,946.7644,927.6206,1131.905,1120.882,961.4673,1033.823,880.1064,1048.83,961.4673,945.2415,923.5488,836.5228,1048.83,870.3709,927.6206,908.1264,1077.066,1077.066,979.73,923.5488,1033.823,1007.022,1048.83,1033.823,1042.828,1120.882,961.4673,1131.905,880.1064,1020.112,845.7762,908.1264,965.754,372.6082,341.2912,352.0706,293.9652,349.0009,387.9328,343.1581,363.0673,372.8417,297.9459,305.5517,360.7712,334.3095,391.652,328.1177,360.7712,372.6082,375.4553,423.795,328.1177,406.871,372.8417,387.9328,321.483,321.483,352.0706,375.4553,334.3095,341.2912,328.1177,334.3095,329.8904,305.5517,360.7712,297.9459,391.652,338.3454,407.7525,387.9328,358.2894,678.6486,1,0
"3343","UNITED STATES",345.1746,"MALE","84000119",84003330,"YES",15.42,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","FIRST-GENERATION STUDENT",36.35,0.011,-0.3768,-0.2928,"ISCED LEVEL 3.4",30.9,-1.6264,0.4062,0.3346,-0.2443,-0.176,-0.8027,-0.7034,-0.2821,-0.0991,350.618,401.547,373.831,378.238,430.578,356.377,391.757,384.044,368.908,377.234,447.845,474.931,423.367,466.813,428.59,409.531,408.665,428.141,465.978,361.107,389.091,409.808,394.707,404.978,405.993,391.011,385.313,411.362,398.978,417.248,945.2415,1007.022,979.73,1168.209,985.9226,908.1264,1001.321,946.7644,927.6206,1131.905,1120.882,961.4673,1033.823,880.1064,1048.83,961.4673,945.2415,923.5488,836.5228,1048.83,870.3709,927.6206,908.1264,1077.066,1077.066,979.73,923.5488,1033.823,1007.022,1048.83,1033.823,1042.828,1120.882,961.4673,1131.905,880.1064,1020.112,845.7762,908.1264,965.754,372.6082,341.2912,352.0706,293.9652,349.0009,387.9328,343.1581,363.0673,372.8417,297.9459,305.5517,360.7712,334.3095,391.652,328.1177,360.7712,372.6082,375.4553,423.795,328.1177,406.871,372.8417,387.9328,321.483,321.483,352.0706,375.4553,334.3095,341.2912,328.1177,334.3095,329.8904,305.5517,360.7712,297.9459,391.652,338.3454,407.7525,387.9328,358.2894,678.6486,0,1
"3344","UNITED STATES",345.1746,"MALE","84000119",84003813,"YES",15.92,"MISSED SCHOOL FOR >3 MONTHS AT LEAST ONCE","4 TIMES OF WORKING FOR PAY PER WEEK","FIRST-GENERATION STUDENT",25.95,-1.1442,-0.262,-2.3483,"ISCED LEVEL 4",20.91,-1.296,0.4062,0.3346,0.3623,2.7353,0.8059,0.3794,3.7151,1.2223,278.248,296.313,276.284,256.865,352.499,315.237,333.197,288.617,361.564,311.109,252.104,304.44,305.724,243.817,307.622,201.484,228.587,228.815,259.172,278.558,349.089,346.09,347.182,298.798,365.915,281.837,354.486,290.772,394.348,295.747,945.2415,1007.022,979.73,1168.209,985.9226,908.1264,1001.321,946.7644,927.6206,1131.905,1120.882,961.4673,1033.823,880.1064,1048.83,961.4673,945.2415,923.5488,836.5228,1048.83,870.3709,927.6206,908.1264,1077.066,1077.066,979.73,923.5488,1033.823,1007.022,1048.83,1033.823,1042.828,1120.882,961.4673,1131.905,880.1064,1020.112,845.7762,908.1264,965.754,372.6082,341.2912,352.0706,293.9652,349.0009,387.9328,343.1581,363.0673,372.8417,297.9459,305.5517,360.7712,334.3095,391.652,328.1177,360.7712,372.6082,375.4553,423.795,328.1177,406.871,372.8417,387.9328,321.483,321.483,352.0706,375.4553,334.3095,341.2912,328.1177,334.3095,329.8904,305.5517,360.7712,297.9459,391.652,338.3454,407.7525,387.9328,358.2894,678.6486,1,1
